Filename,Size,timeInSec,timeInMsec
WA-CSC-CSR-2.csv,4096,151.97556,151975.56
WA-CSC-1.csv,4096,158.71187,158711.87
WA-CSC-CSR-1.csv,4096,173.18720000000002,173187.20
WA-Vectorize-OpenMP-8threads-4.csv,4096,180.63415,180634.15
WA-Vectorize-OpenMP-32threads-4.csv,4096,182.15319,182153.19
WA-Vectorize-OpenMP-2threads-1.csv,4096,184.17517999999998,184175.18
WA-Vectorize-OpenMP-Arm-2threads-1.csv,4096,185.70918,185709.18
WA-CSC-CSR-4.csv,4096,192.29171,192291.71
WA-Vectorize-OpenMP-Arm-16threads-3.csv,4096,192.33070999999998,192330.71
WA-Vectorize-OpenMP-Arm-16threads-4.csv,4096,195.26063,195260.63
WA-Vectorize-OpenMP-Arm-2threads-3.csv,4096,197.59823,197598.23
WA-Vectorize-OpenMP-Arm-32threads-2.csv,4096,202.17771,202177.71
WA-Vectorize-OpenMP-Arm-8threads-5.csv,4096,205.57205,205572.05
WA-AllFlags-4.csv,4096,205.67103,205671.03
WA-CSC-4.csv,4096,206.03206,206032.06
WA-Vectorize-OpenMP-8threads-1.csv,4096,207.89459,207894.59
WA-Vectorize-OpenMP-Arm-4threads-4.csv,4096,209.62034,209620.34
WA-Vectorize-OpenMP-Arm-4threads-3.csv,4096,217.12809,217128.09
WA-Vectorize-OpenMP-4threads-2.csv,4096,217.79744,217797.44
WA-Vectorize-OpenMP-32threads-3.csv,4096,218.37345000000002,218373.45
WA-Vectorize-OpenMP-16threads-4.csv,4096,219.43557,219435.57
WA-Vectorize-OpenMP-Arm-8threads-3.csv,4096,219.95678,219956.78
WA-Vectorize-OpenMP-4threads-1.csv,4096,221.16586999999998,221165.87
WA-Vectorize-OpenMP-16threads-3.csv,4096,221.64536999999999,221645.37
WA-Vectorize-OpenMP-64threads-3.csv,4096,224.37741,224377.41
WA-Vectorize-OpenMP-64threads-5.csv,4096,224.89176999999998,224891.77
WA-Vectorize-OpenMP-Arm-2threads-5.csv,4096,226.97229000000002,226972.29
WA-Vectorize-OpenMP-Arm-48threads-4.csv,4096,227.50312,227503.12
WA-Vectorize-OpenMP-Arm-64threads-3.csv,4096,228.62431,228624.31
WA-Vectorize-OpenMP-4threads-3.csv,4096,228.81822,228818.22
WA-Vectorize-OpenMP-Arm-16threads-1.csv,4096,229.15689,229156.89
WA-Vectorize-OpenMP-64threads-4.csv,4096,229.58781,229587.81
WA-CSC-5.csv,4096,230.74641,230746.41
WA-CSC-CSR-3.csv,4096,233.85112,233851.12
WA-Vectorize-OpenMP-64threads-1.csv,4096,234.83035999999998,234830.36
WA-Vectorize-OpenMP-8threads-3.csv,4096,236.67969,236679.69
WA-Vectorize-OpenMP-48threads-4.csv,4096,237.55879000000002,237558.79
WA-Vectorize-OpenMP-Arm-64threads-1.csv,4096,239.20941,239209.41
WA-CSC-2.csv,4096,244.25692,244256.92
WA-Vectorize-OpenMP-48threads-5.csv,4096,244.91672,244916.72
WA-Vectorize-OpenMP-Arm-32threads-5.csv,4096,247.11301,247113.01
WA-Vectorize-OpenMP-Arm-64threads-2.csv,4096,253.31495,253314.95
WA-Vectorize-OpenMP-Arm-8threads-4.csv,4096,255.08635999999998,255086.36
WA-Vectorize-OpenMP-16threads-2.csv,4096,255.82969,255829.69
WA-CSC-3.csv,4096,256.25937,256259.37
WA-CSC-CSR-5.csv,4096,261.09473,261094.73
WA-Vectorize-OpenMP-48threads-1.csv,4096,261.74644,261746.44
WA-Vectorize-OpenMP-Arm-32threads-4.csv,4096,262.1785,262178.50
WA-Vectorize-OpenMP-Arm-48threads-2.csv,4096,262.97803999999996,262978.04
WA-AllFlags-3.csv,4096,264.39979999999997,264399.80
WA-Vectorize-OpenMP-Arm-32threads-1.csv,4096,266.1472,266147.20
WA-Vectorize-OpenMP-Arm-48threads-1.csv,4096,268.53678,268536.78
WA-Vectorize-OpenMP-48threads-3.csv,4096,268.81711,268817.11
WA-Vectorize-OpenMP-Arm-2threads-4.csv,4096,268.89503,268895.03
WA-Vectorize-OpenMP-Arm-4threads-1.csv,4096,269.40051,269400.51
WA-Vectorize-OpenMP-2threads-5.csv,4096,269.52461,269524.61
WA-Vectorize-OpenMP-Arm-2threads-2.csv,4096,269.63036,269630.36
WA-Vectorize-OpenMP-2threads-4.csv,4096,269.88639,269886.39
WA-Vectorize-OpenMP-2threads-2.csv,4096,270.07335,270073.35
WA-AllFlags-2.csv,4096,270.1424,270142.40
WA-Vectorize-OpenMP-2threads-3.csv,4096,270.35040000000004,270350.40
WA-Vectorize-OpenMP-8threads-2.csv,4096,271.4785,271478.50
